"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,3232.00,9.00,7.00,0.00,0.00,56.00,31.00,23.00,"I4","I4","KLW","KTN",4,"415",1,2021,4,11,1,"L",
0.00,1.00,2130.00,9.00,4.00,0.00,0.00,250.00,155.00,147.00,"I4","I4","LAS","SCF",4,"479",1,2021,4,11,1,"L",
0.00,1.00,2130.00,9.00,6.00,0.00,0.00,250.00,80.00,72.00,"I4","I4","SCF","LAS",4,"479",1,2021,4,11,1,"L",
0.00,1.00,2387.00,9.00,6.00,0.00,0.00,200.00,113.00,105.00,"I4","I4","JNU","KLW",4,"415",4,2021,4,11,1,"L",
0.00,1.00,2387.00,9.00,2.00,0.00,0.00,141.00,55.00,47.00,"I4","I4","KAE","KTN",4,"415",4,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,137.00,0.00,0.00,410.00,72.00,54.00,"G4","G4","CVG","BUF",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,157.00,0.00,0.00,773.00,126.00,114.00,"G4","G4","CVG","TPA",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,142.00,0.00,0.00,465.00,78.00,60.00,"G4","G4","CVG","PGV",6,"694",1,2021,4,11,1,"L",
0.00,1.00,36000.00,180.00,149.00,0.00,0.00,646.00,102.00,96.00,"G4","G4","CVG","TUL",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,136.00,0.00,0.00,410.00,78.00,66.00,"G4","G4","BUF","CVG",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,134.00,0.00,0.00,392.00,78.00,66.00,"G4","G4","BUF","MIE",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,153.00,0.00,0.00,802.00,120.00,112.00,"G4","G4","MIA","ORF",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,151.00,0.00,0.00,1138.00,168.00,150.00,"G4","G4","MIA","AFW",6,"694",1,2021,4,11,3,"L",
0.00,1.00,37200.00,186.00,157.00,0.00,0.00,496.00,84.00,72.00,"G4","G4","SAT","ELP",6,"694",1,2021,4,11,1,"L",
0.00,2.00,74400.00,372.00,334.00,0.00,0.00,985.00,288.00,246.00,"G4","G4","SAT","IND",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,155.00,0.00,0.00,561.00,90.00,72.00,"G4","G4","SAT","PIB",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,121.00,0.00,0.00,601.00,96.00,84.00,"G4","G4","SMF","FLG",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,148.00,0.00,0.00,272.00,48.00,42.00,"G4","G4","LNK","CID",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,164.00,0.00,0.00,419.00,90.00,72.00,"G4","G4","CMI","MSP",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,95.00,0.00,0.00,1171.00,180.00,168.00,"G4","G4","CKB","AUS",6,"694",1,2021,4,11,3,"L",
0.00,1.00,35400.00,177.00,117.00,0.00,0.00,505.00,96.00,84.00,"G4","G4","MWA","SUX",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,156.00,0.00,0.00,496.00,138.00,126.00,"G4","G4","ELP","SAT",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,140.00,0.00,0.00,1148.00,144.00,126.00,"G4","G4","ELP","BHM",6,"694",1,2021,4,11,3,"L",
0.00,1.00,37200.00,186.00,146.00,0.00,0.00,536.00,90.00,72.00,"G4","G4","ELP","AFW",6,"694",1,2021,4,11,2,"L",
0.00,1.00,35400.00,177.00,138.00,0.00,0.00,677.00,96.00,78.00,"G4","G4","ELP","HOU",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,141.00,0.00,0.00,1041.00,150.00,132.00,"G4","G4","DMA","OMA",6,"694",1,2021,4,11,3,"L",
0.00,1.00,37200.00,186.00,119.00,0.00,0.00,365.00,72.00,54.00,"G4","G4","GSO","PHL",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,94.00,0.00,0.00,366.00,60.00,54.00,"G4","G4","DAY","USA",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,160.00,0.00,0.00,933.00,132.00,120.00,"G4","G4","GFK","YNG",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,118.00,0.00,0.00,658.00,186.00,90.00,"G4","G4","GFK","BMI",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,174.00,0.00,0.00,712.00,96.00,90.00,"G4","G4","MEM","PGV",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,168.00,0.00,0.00,484.00,108.00,90.00,"G4","G4","MEM","HOU",6,"694",1,2021,4,11,1,"L",
0.00,1.00,35400.00,177.00,157.00,0.00,0.00,332.00,60.00,48.00,"G4","G4","MEM","ATL",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,157.00,0.00,0.00,773.00,114.00,96.00,"G4","G4","TPA","CVG",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,170.00,0.00,0.00,577.00,126.00,96.00,"G4","G4","LYH","TUP",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,154.00,0.00,0.00,486.00,90.00,66.00,"G4","G4","LAS","ABQ",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,139.00,0.00,0.00,604.00,96.00,84.00,"G4","G4","LAS","COS",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,54.00,0.00,0.00,2274.00,372.00,312.00,"G4","G4","MDT","ONT",6,"694",1,2021,4,11,5,"L",
0.00,2.00,73200.00,366.00,243.00,0.00,0.00,641.00,228.00,192.00,"G4","G4","BWI","MKE",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,157.00,0.00,0.00,247.00,60.00,42.00,"G4","G4","BWI","PGV",6,"694",1,2021,4,11,1,"L",
0.00,1.00,35400.00,177.00,162.00,0.00,0.00,483.00,96.00,78.00,"G4","G4","BWI","LAN",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,155.00,0.00,0.00,519.00,108.00,84.00,"G4","G4","SYR","RDU",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,161.00,0.00,0.00,609.00,126.00,108.00,"G4","G4","SYR","SDF",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,163.00,0.00,0.00,419.00,72.00,60.00,"G4","G4","MSP","CMI",6,"694",1,2021,4,11,1,"L",
0.00,2.00,74400.00,372.00,178.00,0.00,0.00,985.00,354.00,306.00,"G4","G4","N1C","LSE",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,147.00,0.00,0.00,785.00,114.00,96.00,"G4","G4","RNO","FNL",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,147.00,0.00,0.00,272.00,60.00,48.00,"G4","G4","CID","LNK",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,168.00,0.00,0.00,703.00,126.00,96.00,"G4","G4","LBB","DSM",6,"694",1,2021,4,11,2,"L",
0.00,1.00,35400.00,177.00,76.00,0.00,0.00,674.00,102.00,90.00,"G4","G4","GRI","SJT",6,"694",1,2021,4,11,2,"L",
0.00,2.00,71400.00,357.00,268.00,0.00,0.00,641.00,228.00,186.00,"G4","G4","MKE","BWI",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,147.00,0.00,0.00,822.00,120.00,102.00,"G4","G4","MSO","FLG",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,128.00,0.00,0.00,636.00,96.00,84.00,"G4","G4","MSO","FNL",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,146.00,0.00,0.00,785.00,126.00,108.00,"G4","G4","FNL","RNO",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,159.00,0.00,0.00,636.00,108.00,96.00,"G4","G4","FNL","MSO",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,154.00,0.00,0.00,486.00,96.00,72.00,"G4","G4","ABQ","LAS",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,147.00,0.00,0.00,920.00,138.00,120.00,"G4","G4","CLT","HOU",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,154.00,0.00,0.00,802.00,144.00,126.00,"G4","G4","ORF","MIA",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,133.00,0.00,0.00,578.00,102.00,84.00,"G4","G4","ORF","MQY",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,156.00,0.00,0.00,273.00,66.00,48.00,"G4","G4","ORF","USA",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,128.00,0.00,0.00,807.00,132.00,114.00,"G4","G4","SFB","IND",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,169.00,0.00,0.00,969.00,186.00,150.00,"G4","G4","SFB","DAL",6,"694",1,2021,4,11,2,"L",
0.00,3.00,106200.00,531.00,246.00,0.00,0.00,1514.00,702.00,630.00,"G4","G4","SFB","BIF",6,"694",1,2021,4,11,4,"L",
0.00,1.00,37200.00,186.00,143.00,0.00,0.00,465.00,90.00,78.00,"G4","G4","PGV","CVG",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,158.00,0.00,0.00,247.00,60.00,42.00,"G4","G4","PGV","BWI",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,172.00,0.00,0.00,712.00,150.00,114.00,"G4","G4","PGV","MEM",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,142.00,0.00,0.00,506.00,84.00,78.00,"G4","G4","YNG","MWA",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,160.00,0.00,0.00,933.00,144.00,132.00,"G4","G4","YNG","GFK",6,"694",1,2021,4,11,2,"L",
0.00,2.00,74400.00,372.00,337.00,0.00,0.00,985.00,312.00,276.00,"G4","G4","IND","SAT",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,143.00,0.00,0.00,807.00,120.00,102.00,"G4","G4","IND","SFB",6,"694",1,2021,4,11,2,"L",
0.00,2.00,74400.00,372.00,295.00,0.00,0.00,919.00,318.00,264.00,"G4","G4","IND","AUS",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,139.00,0.00,0.00,1148.00,180.00,168.00,"G4","G4","BHM","ELP",6,"694",1,2021,4,11,3,"L",
0.00,1.00,35400.00,177.00,150.00,0.00,0.00,680.00,108.00,90.00,"G4","G4","MLU","USA",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,169.00,0.00,0.00,969.00,138.00,120.00,"G4","G4","DAL","SFB",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,151.00,0.00,0.00,1138.00,168.00,144.00,"G4","G4","AFW","MIA",6,"694",1,2021,4,11,3,"L",
0.00,1.00,37200.00,186.00,146.00,0.00,0.00,536.00,90.00,78.00,"G4","G4","AFW","ELP",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,140.00,0.00,0.00,517.00,84.00,72.00,"G4","G4","AFW","GPT",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,144.00,0.00,0.00,845.00,126.00,114.00,"G4","G4","CLL","LEX",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,157.00,0.00,0.00,519.00,84.00,66.00,"G4","G4","RDU","SYR",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,129.00,0.00,0.00,328.00,66.00,54.00,"G4","G4","RDU","PIT",6,"694",1,2021,4,11,1,"L",
0.00,1.00,35400.00,177.00,137.00,0.00,0.00,677.00,120.00,96.00,"G4","G4","HOU","ELP",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,146.00,0.00,0.00,920.00,132.00,120.00,"G4","G4","HOU","CLT",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,168.00,0.00,0.00,484.00,84.00,72.00,"G4","G4","HOU","MEM",6,"694",1,2021,4,11,1,"L",
0.00,1.00,35400.00,177.00,159.00,0.00,0.00,719.00,126.00,102.00,"G4","G4","HOU","BWG",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,119.00,0.00,0.00,365.00,84.00,66.00,"G4","G4","PHL","GSO",6,"694",1,2021,4,11,1,"L",
0.00,1.00,35400.00,177.00,149.00,0.00,0.00,538.00,96.00,78.00,"G4","G4","MSY","TUL",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,130.00,0.00,0.00,328.00,66.00,54.00,"G4","G4","PIT","RDU",6,"694",1,2021,4,11,1,"L",
0.00,1.00,35400.00,177.00,165.00,0.00,0.00,483.00,90.00,66.00,"G4","G4","LAN","BWI",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,140.00,0.00,0.00,845.00,144.00,126.00,"G4","G4","LEX","CLL",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,181.00,0.00,0.00,922.00,138.00,126.00,"G4","G4","LEX","AUS",6,"694",1,2021,4,11,2,"L",
0.00,1.00,35400.00,177.00,147.00,0.00,0.00,691.00,108.00,96.00,"G4","G4","LEX","GGG",6,"694",1,2021,4,11,2,"L",
0.00,1.00,36000.00,180.00,150.00,0.00,0.00,646.00,108.00,90.00,"G4","G4","TUL","CVG",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,56.00,0.00,0.00,1033.00,144.00,126.00,"G4","G4","TUL","OAJ",6,"694",1,2021,4,11,3,"L",
0.00,1.00,35400.00,177.00,149.00,0.00,0.00,538.00,84.00,72.00,"G4","G4","TUL","MSY",6,"694",1,2021,4,11,2,"L",
0.00,1.00,35400.00,177.00,157.00,0.00,0.00,332.00,78.00,66.00,"G4","G4","ATL","MEM",6,"694",1,2021,4,11,1,"L",
0.00,1.00,35400.00,177.00,159.00,0.00,0.00,719.00,138.00,114.00,"G4","G4","BWG","HOU",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,117.00,0.00,0.00,881.00,114.00,102.00,"G4","G4","BZN","AMA",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,157.00,0.00,0.00,561.00,102.00,90.00,"G4","G4","PIB","SAT",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,142.00,0.00,0.00,479.00,96.00,78.00,"G4","G4","PIB","AFW",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,29.00,0.00,0.00,1460.00,186.00,168.00,"G4","G4","SJC","ACT",6,"694",1,2021,4,11,3,"L",
0.00,1.00,37200.00,186.00,153.00,0.00,0.00,618.00,96.00,84.00,"G4","G4","SJC","LGU",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,136.00,0.00,0.00,578.00,84.00,72.00,"G4","G4","MQY","ORF",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,144.00,0.00,0.00,746.00,108.00,90.00,"G4","G4","MQY","PBI",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,94.00,0.00,0.00,1171.00,150.00,138.00,"G4","G4","AUS","CKB",6,"694",1,2021,4,11,3,"L",
0.00,2.00,74400.00,372.00,294.00,0.00,0.00,919.00,264.00,228.00,"G4","G4","AUS","IND",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,181.00,0.00,0.00,922.00,150.00,120.00,"G4","G4","AUS","LEX",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,136.00,0.00,0.00,508.00,72.00,60.00,"G4","G4","SBP","FLG",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,90.00,0.00,0.00,498.00,90.00,66.00,"G4","G4","BFM","CHS",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,69.00,0.00,0.00,1633.00,210.00,186.00,"G4","G4","BIF","FLL",6,"694",1,2021,4,11,4,"L",
0.00,1.00,37200.00,186.00,92.00,0.00,0.00,498.00,90.00,72.00,"G4","G4","CHS","BFM",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,141.00,0.00,0.00,604.00,96.00,84.00,"G4","G4","COS","LAS",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,165.00,0.00,0.00,703.00,228.00,90.00,"G4","G4","DSM","LBB",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,169.00,0.00,0.00,474.00,84.00,72.00,"G4","G4","DSM","OKC",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,149.00,0.00,0.00,618.00,120.00,96.00,"G4","G4","LGU","SJC",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,160.00,0.00,0.00,709.00,102.00,90.00,"G4","G4","LGU","LRU",6,"694",1,2021,4,11,2,"L",
0.00,1.00,35400.00,177.00,147.00,0.00,0.00,691.00,108.00,90.00,"G4","G4","GGG","LEX",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,160.00,0.00,0.00,709.00,108.00,96.00,"G4","G4","LRU","LGU",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,97.00,0.00,0.00,1343.00,174.00,156.00,"G4","G4","NGP","RIC",6,"694",1,2021,4,11,3,"L",
0.00,1.00,37200.00,186.00,66.00,0.00,0.00,1177.00,186.00,162.00,"G4","G4","NHK","TIK",6,"694",1,2021,4,11,3,"L",
0.00,1.00,37200.00,186.00,139.00,0.00,0.00,392.00,72.00,54.00,"G4","G4","MIE","BUF",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,173.00,0.00,0.00,474.00,66.00,60.00,"G4","G4","OKC","DSM",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,144.00,0.00,0.00,746.00,114.00,96.00,"G4","G4","PBI","MQY",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,94.00,0.00,0.00,366.00,72.00,60.00,"G4","G4","USA","DAY",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,153.00,0.00,0.00,273.00,48.00,42.00,"G4","G4","USA","ORF",6,"694",1,2021,4,11,1,"L",
0.00,1.00,35400.00,177.00,147.00,0.00,0.00,780.00,162.00,132.00,"G4","G4","USA","SHV",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,161.00,0.00,0.00,609.00,90.00,84.00,"G4","G4","SDF","SYR",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,118.00,0.00,0.00,658.00,132.00,102.00,"G4","G4","BMI","GFK",6,"694",1,2021,4,11,2,"L",
0.00,1.00,35400.00,177.00,124.00,0.00,0.00,464.00,78.00,66.00,"G4","G4","CHA","PIT",6,"694",1,2021,4,11,1,"L",
0.00,1.00,37200.00,186.00,122.00,0.00,0.00,601.00,108.00,96.00,"G4","G4","FLG","SMF",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,147.00,0.00,0.00,822.00,150.00,138.00,"G4","G4","FLG","MSO",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,136.00,0.00,0.00,508.00,96.00,78.00,"G4","G4","FLG","SBP",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,107.00,0.00,0.00,734.00,96.00,84.00,"G4","G4","GPT","OAJ",6,"694",1,2021,4,11,2,"L",
0.00,1.00,37200.00,186.00,171.00,0.00,0.00,577.00,84.00,72.00,"G4","G4","TUP","LYH",6,"694",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,67.00,0.00,0.00,1370.00,174.00,150.00,"G4","G4","SUU","TIK",6,"698",1,2021,4,11,3,"L",
0.00,1.00,31200.00,156.00,143.00,0.00,0.00,506.00,78.00,66.00,"G4","G4","MWA","YNG",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,116.00,0.00,0.00,370.00,66.00,54.00,"G4","G4","OGD","FNL",6,"698",1,2021,4,11,1,"L",
0.00,1.00,31200.00,156.00,93.00,0.00,0.00,899.00,132.00,114.00,"G4","G4","OMA","MCN",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,138.00,0.00,0.00,329.00,66.00,48.00,"G4","G4","GEG","BZN",6,"698",1,2021,4,11,1,"L",
0.00,1.00,31200.00,156.00,85.00,0.00,0.00,1377.00,180.00,162.00,"G4","G4","PDX","STC",6,"698",1,2021,4,11,3,"L",
0.00,1.00,31200.00,156.00,116.00,0.00,0.00,370.00,102.00,78.00,"G4","G4","FNL","OGD",6,"698",1,2021,4,11,1,"L",
0.00,1.00,31200.00,156.00,154.00,0.00,0.00,546.00,102.00,90.00,"G4","G4","ABQ","LGU",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,93.00,0.00,0.00,899.00,144.00,126.00,"G4","G4","MCN","OMA",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,125.00,0.00,0.00,693.00,120.00,102.00,"G4","G4","SFB","MLU",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,129.00,0.00,0.00,693.00,96.00,90.00,"G4","G4","MLU","SFB",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,29.00,0.00,0.00,1460.00,234.00,216.00,"G4","G4","ACT","SJC",6,"698",1,2021,4,11,3,"L",
0.00,1.00,31200.00,156.00,151.00,0.00,0.00,941.00,156.00,138.00,"G4","G4","PIT","PGD",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,123.00,0.00,0.00,464.00,84.00,72.00,"G4","G4","PIT","CHA",6,"698",1,2021,4,11,1,"L",
0.00,1.00,31200.00,156.00,105.00,0.00,0.00,618.00,114.00,96.00,"G4","G4","LEX","HPN",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,118.00,0.00,0.00,618.00,120.00,102.00,"G4","G4","HPN","LEX",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,137.00,0.00,0.00,329.00,72.00,54.00,"G4","G4","BZN","GEG",6,"698",1,2021,4,11,1,"L",
0.00,1.00,31200.00,156.00,130.00,0.00,0.00,1272.00,234.00,198.00,"G4","G4","ALO","GEG",6,"698",1,2021,4,11,3,"L",
0.00,1.00,31200.00,156.00,120.00,0.00,0.00,683.00,114.00,96.00,"G4","G4","PIH","SBP",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,120.00,0.00,0.00,683.00,108.00,90.00,"G4","G4","SBP","PIH",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,66.00,0.00,0.00,1177.00,156.00,132.00,"G4","G4","TIK","NHK",6,"698",1,2021,4,11,3,"L",
0.00,1.00,31200.00,156.00,154.00,0.00,0.00,546.00,90.00,78.00,"G4","G4","LGU","ABQ",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,152.00,0.00,0.00,941.00,150.00,120.00,"G4","G4","PGD","PIT",6,"698",1,2021,4,11,2,"L",
0.00,1.00,31200.00,156.00,60.00,0.00,0.00,1665.00,240.00,228.00,"G4","G4","GPT","RIV",6,"698",1,2021,4,11,4,"L",
0.00,20.00,3340000.00,0.00,0.00,1565254.00,0.00,948.00,2962.00,2508.00,"KAQ","KAQ","CVG","MIA",6,"626",2,2021,4,11,2,"P",
0.00,16.00,2672000.00,0.00,0.00,1451638.00,0.00,1319.00,3206.00,2817.00,"KAQ","KAQ","CVG","ELP",6,"626",2,2021,4,11,3,"P",
0.00,1.00,167000.00,0.00,0.00,91663.00,0.00,1450.00,236.00,206.00,"KAQ","KAQ","CVG","SLC",6,"626",2,2021,4,11,3,"P",
0.00,26.00,4342000.00,0.00,0.00,2462949.00,0.00,1900.00,7154.00,6466.00,"KAQ","KAQ","CVG","LAX",6,"626",2,2021,4,11,4,"P",
0.00,20.00,3340000.00,0.00,0.00,1178859.00,0.00,752.00,2502.00,1943.00,"KAQ","KAQ","CVG","BOS",6,"626",2,2021,4,11,2,"P",
0.00,22.00,3674000.00,0.00,0.00,1869508.00,0.00,2036.00,6642.00,5885.00,"KAQ","KAQ","CVG","SFO",6,"626",2,2021,4,11,5,"P",
0.00,4.00,668000.00,0.00,0.00,248376.00,0.00,589.00,523.00,360.00,"KAQ","KAQ","CVG","JFK",6,"626",2,2021,4,11,2,"P",
0.00,1.00,167000.00,0.00,0.00,6810.00,0.00,948.00,175.00,131.00,"KAQ","KAQ","MIA","CVG",6,"626",2,2021,4,11,2,"P",
0.00,1.00,167000.00,0.00,0.00,52371.00,0.00,47.00,45.00,12.00,"KAQ","KAQ","ONT","LAX",6,"626",2,2021,4,11,1,"P",
0.00,14.00,2338000.00,0.00,0.00,496541.00,0.00,1319.00,2626.00,2207.00,"KAQ","KAQ","ELP","CVG",6,"626",2,2021,4,11,3,"P",
0.00,3.00,501000.00,0.00,0.00,133015.00,0.00,129.00,155.00,91.00,"KAQ","KAQ","SEA","PDX",6,"626",2,2021,4,11,1,"P",
0.00,19.00,3173000.00,0.00,0.00,567571.00,0.00,954.00,2960.00,2391.00,"KAQ","KAQ","SEA","LAX",6,"626",2,2021,4,11,2,"P",
0.00,1.00,167000.00,0.00,0.00,18949.00,0.00,1975.00,234.00,212.00,"KAQ","KAQ","PDX","CVG",6,"626",2,2021,4,11,4,"P",
0.00,2.00,334000.00,0.00,0.00,36484.00,0.00,834.00,300.00,253.00,"KAQ","KAQ","PDX","LAX",6,"626",2,2021,4,11,2,"P",
0.00,25.00,4175000.00,0.00,0.00,2461866.00,0.00,1900.00,6358.00,5489.00,"KAQ","KAQ","LAX","CVG",6,"626",2,2021,4,11,4,"P",
0.00,25.00,4175000.00,0.00,0.00,2193154.00,0.00,954.00,4032.00,3361.00,"KAQ","KAQ","LAX","SEA",6,"626",2,2021,4,11,2,"P",
0.00,27.00,4509000.00,0.00,0.00,2913034.00,0.00,337.00,2328.00,1583.00,"KAQ","KAQ","LAX","SFO",6,"626",2,2021,4,11,1,"P",
0.00,17.00,2839000.00,0.00,0.00,817210.00,0.00,752.00,2554.00,1960.00,"KAQ","KAQ","BOS","CVG",6,"626",2,2021,4,11,2,"P",
0.00,21.00,3507000.00,0.00,0.00,1221733.00,0.00,2036.00,5632.00,4781.00,"KAQ","KAQ","SFO","CVG",6,"626",2,2021,4,11,5,"P",
0.00,1.00,167000.00,0.00,0.00,52371.00,0.00,363.00,168.00,142.00,"KAQ","KAQ","SFO","ONT",6,"626",2,2021,4,11,1,"P",
0.00,1.00,167000.00,0.00,0.00,95017.00,0.00,679.00,120.00,90.00,"KAQ","KAQ","SFO","SEA",6,"626",2,2021,4,11,2,"P",
0.00,23.00,3841000.00,0.00,0.00,998807.00,0.00,337.00,2027.00,1275.00,"KAQ","KAQ","SFO","LAX",6,"626",2,2021,4,11,1,"P",
0.00,4.00,668000.00,0.00,0.00,273358.00,0.00,589.00,528.00,373.00,"KAQ","KAQ","JFK","CVG",6,"626",2,2021,4,11,2,"P",
