"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
2.00,2.00,7000.00,0.00,0.00,1094.00,0.00,67.00,73.00,58.00,"FX","FX","IMT","RHI",4,"416",2,2021,4,11,1,"G",
2.00,2.00,7000.00,0.00,0.00,2139.00,0.00,27.00,35.00,24.00,"FX","FX","MKK","LNY",4,"416",2,2021,4,11,1,"G",
2.00,2.00,7000.00,0.00,0.00,669.00,0.00,100.00,84.00,71.00,"FX","FX","ONP","PDX",4,"416",2,2021,4,11,1,"G",
2.00,2.00,126409.00,0.00,0.00,34950.00,0.00,625.00,215.00,176.00,"FX","FX","SAT","MEM",6,"622",2,2021,4,11,2,"G",
2.00,2.00,125089.00,0.00,0.00,17345.00,0.00,445.00,191.00,139.00,"FX","FX","EWR","GSO",6,"622",2,2021,4,11,1,"G",
2.00,2.00,126343.00,0.00,0.00,29396.00,0.00,491.00,194.00,155.00,"FX","FX","MEM","ORD",6,"622",2,2021,4,11,1,"G",
2.00,2.00,126808.00,0.00,0.00,42644.00,0.00,256.00,141.00,93.00,"FX","FX","MEM","STL",6,"622",2,2021,4,11,1,"G",
2.00,2.00,126701.00,0.00,0.00,87324.00,0.00,468.00,182.00,130.00,"FX","FX","MEM","IAH",6,"622",2,2021,4,11,1,"G",
2.00,2.00,124532.00,0.00,0.00,65078.00,0.00,946.00,318.00,270.00,"FX","FX","MEM","EWR",6,"622",2,2021,4,11,2,"G",
2.00,2.00,125826.00,0.00,0.00,58159.00,0.00,501.00,184.00,151.00,"FX","FX","MEM","SBN",6,"622",2,2021,4,11,2,"G",
2.00,2.00,126248.00,0.00,0.00,35841.00,0.00,1619.00,444.00,407.00,"FX","FX","MEM","LAX",6,"622",2,2021,4,11,4,"G",
2.00,2.00,126438.00,0.00,0.00,23400.00,0.00,1551.00,454.00,417.00,"FX","FX","MEM","SBD",6,"622",2,2021,4,11,4,"G",
2.00,2.00,126040.00,0.00,0.00,10232.00,0.00,508.00,164.00,127.00,"FX","FX","MEM","LCK",6,"622",2,2021,4,11,2,"G",
2.00,2.00,126167.00,0.00,0.00,88356.00,0.00,324.00,140.00,92.00,"FX","FX","MEM","BFM",6,"622",2,2021,4,11,1,"G",
2.00,2.00,126096.00,0.00,0.00,55630.00,0.00,763.00,419.00,182.00,"FX","FX","MEM","RSW",6,"622",2,2021,4,11,2,"G",
2.00,2.00,125704.00,0.00,0.00,43822.00,0.00,491.00,161.00,121.00,"FX","FX","IND","CAE",6,"622",2,2021,4,11,1,"G",
2.00,2.00,124684.00,0.00,0.00,81787.00,0.00,665.00,225.00,186.00,"FX","FX","IND","JFK",6,"622",2,2021,4,11,2,"G",
2.00,2.00,126096.00,0.00,0.00,58795.00,0.00,763.00,258.00,209.00,"FX","FX","RSW","MEM",6,"622",2,2021,4,11,2,"G",
2.00,2.00,126208.00,0.00,0.00,34012.00,0.00,198.00,95.00,69.00,"FX","FX","BMI","FWA",6,"622",2,2021,4,11,1,"G",
2.00,2.00,207355.00,0.00,0.00,43227.00,0.00,192.00,105.00,72.00,"FX","FX","SHV","IAH",6,"691",2,2021,4,11,1,"G",
2.00,2.00,211200.00,0.00,0.00,69662.00,0.00,190.00,131.00,85.00,"FX","FX","SHV","DFW",6,"691",2,2021,4,11,1,"G",
2.00,2.00,210604.00,0.00,0.00,84276.00,0.00,610.00,204.00,159.00,"FX","FX","MEM","DTW",6,"691",2,2021,4,11,2,"G",
2.00,2.00,208683.00,0.00,0.00,78439.00,0.00,407.00,158.00,119.00,"FX","FX","OAK","LAS",6,"691",2,2021,4,11,1,"G",
2.00,2.00,211670.00,0.00,0.00,42838.00,0.00,761.00,262.00,228.00,"FX","FX","IND","DFW",6,"691",2,2021,4,11,2,"G",
2.00,2.00,386032.00,0.00,0.00,33094.00,0.00,646.00,207.00,171.00,"FX","FX","OAK","PHX",7,"740",2,2021,4,11,2,"G",
2.00,2.00,385558.00,0.00,0.00,176646.00,0.00,803.00,238.00,186.00,"FX","FX","IND","MHT",7,"740",2,2021,4,11,2,"G",
2.00,2.00,385558.00,0.00,0.00,148046.00,0.00,1133.00,375.00,333.00,"FX","FX","MHT","MEM",7,"740",2,2021,4,11,3,"G",
2.00,2.00,464931.00,0.00,0.00,114576.00,0.00,1572.00,460.00,412.00,"FX","FX","MEM","ONT",6,"683",2,2021,4,11,4,"G",
2.00,2.00,466576.00,0.00,0.00,207200.00,0.00,972.00,323.00,262.00,"FX","FX","MEM","ELP",6,"683",2,2021,4,11,2,"G",
2.00,2.00,464982.00,0.00,0.00,23394.00,0.00,362.00,160.00,114.00,"FX","FX","OAK","ONT",6,"683",2,2021,4,11,1,"G",
2.00,2.00,325212.00,0.00,0.00,145929.00,0.00,972.00,263.00,223.00,"FX","FX","ELP","MEM",7,"732",2,2021,4,11,2,"G",
2.00,2.00,340809.00,0.00,0.00,114095.00,0.00,625.00,242.00,189.00,"FX","FX","MEM","SAT",7,"732",2,2021,4,11,2,"G",
2.00,2.00,325212.00,0.00,0.00,194188.00,0.00,972.00,308.00,257.00,"FX","FX","MEM","ELP",7,"732",2,2021,4,11,2,"G",
2.00,2.00,338704.00,0.00,0.00,94732.00,0.00,1264.00,383.00,343.00,"FX","FX","MEM","PHX",7,"732",2,2021,4,11,3,"G",
2.00,2.00,339513.00,0.00,0.00,120796.00,0.00,508.00,182.00,132.00,"FX","FX","MEM","LCK",7,"732",2,2021,4,11,2,"G",
2.00,2.00,325211.00,0.00,0.00,152818.00,0.00,543.00,199.00,158.00,"FX","FX","OAK","PDX",7,"732",2,2021,4,11,2,"G",
2.00,2.00,338494.00,0.00,0.00,122559.00,0.00,557.00,202.00,158.00,"FX","FX","MKE","MEM",7,"732",2,2021,4,11,2,"G",
2.00,2.00,338704.00,0.00,0.00,69418.00,0.00,1264.00,382.00,313.00,"FX","FX","PHX","MEM",7,"732",2,2021,4,11,3,"G",
2.00,2.00,339513.00,0.00,0.00,87780.00,0.00,508.00,188.00,148.00,"FX","FX","LCK","MEM",7,"732",2,2021,4,11,2,"G",
2.00,2.00,1500.00,10.00,1.00,230.00,54.00,93.00,105.00,101.00,"2O","2O","A43","ALZ",0,"035",4,2021,4,11,1,"F",
2.00,2.00,1500.00,10.00,2.00,0.00,7.00,93.00,106.00,102.00,"2O","2O","ALZ","A43",0,"035",4,2021,4,11,1,"F",
2.00,2.00,2400.00,12.00,1.00,0.00,43.00,42.00,45.00,41.00,"2O","2O","SYB","A43",0,"040",4,2021,4,11,1,"F",
2.00,2.00,2400.00,12.00,1.00,155.00,99.00,13.00,25.00,21.00,"2O","2O","KPR","SYB",0,"040",4,2021,4,11,1,"F",
2.00,2.00,5000.00,18.00,0.00,0.00,0.00,0.00,93.00,89.00,"2O","2O","ADQ","ADQ",4,"416",3,2021,4,11,1,"F",
2.00,2.00,2000.00,10.00,0.00,39.00,0.00,63.00,69.00,65.00,"2O","2O","KOZ","KLN",0,"079",3,2021,4,11,1,"F",
2.00,2.00,2000.00,10.00,0.00,360.00,28.00,18.00,27.00,23.00,"2O","2O","KYK","KLN",0,"079",3,2021,4,11,1,"F",
2.00,2.00,2000.00,10.00,0.00,0.00,0.00,0.00,35.00,31.00,"2O","2O","ADQ","ADQ",0,"079",3,2021,4,11,1,"F",
2.00,2.00,45500.00,172.00,65.00,0.00,0.00,843.00,300.00,286.00,"2HQ","2HQ","EWR","UST",6,"638",1,2021,4,11,2,"F",
2.00,2.00,45500.00,172.00,63.00,0.00,0.00,1068.00,326.00,292.00,"2HQ","2HQ","HPN","SRQ",6,"638",1,2021,4,11,3,"F",
2.00,2.00,45500.00,172.00,98.00,0.00,0.00,976.00,296.00,274.00,"2HQ","2HQ","HPN","MLB",6,"638",1,2021,4,11,2,"F",
2.00,2.00,45500.00,172.00,57.00,0.00,0.00,1068.00,296.00,270.00,"2HQ","2HQ","SRQ","HPN",6,"638",1,2021,4,11,3,"F",
2.00,2.00,45500.00,172.00,63.00,0.00,0.00,843.00,240.00,210.00,"2HQ","2HQ","UST","EWR",6,"638",1,2021,4,11,2,"F",
2.00,2.00,45500.00,172.00,86.00,0.00,0.00,976.00,302.00,274.00,"2HQ","2HQ","MLB","HPN",6,"638",1,2021,4,11,2,"F",
2.00,2.00,37600.00,140.00,42.00,0.00,0.00,843.00,270.00,234.00,"2HQ","2HQ","EWR","UST",6,"631",1,2021,4,11,2,"F",
2.00,2.00,37600.00,140.00,52.00,0.00,0.00,843.00,240.00,220.00,"2HQ","2HQ","UST","EWR",6,"631",1,2021,4,11,2,"F",
2.00,2.00,186880.00,472.00,443.00,0.00,0.00,1199.00,318.00,284.00,"DL","DL","DEN","ATL",6,"624",1,2021,4,11,3,"F",
2.00,2.00,186880.00,472.00,429.00,6653.00,729.00,1199.00,378.00,325.00,"DL","DL","ATL","DEN",6,"624",1,2021,4,11,3,"F",
2.00,5.00,425325.00,1168.00,1071.00,24826.00,0.00,907.00,680.00,554.00,"DL","DL","MSP","ATL",6,"696",1,2021,4,11,2,"F",
2.00,5.00,425325.00,1166.00,1012.00,23631.00,1734.00,907.00,764.00,649.00,"DL","DL","ATL","MSP",6,"696",1,2021,4,11,2,"F",
2.00,0.00,0.00,0.00,0.00,0.00,0.00,502.00,0.00,0.00,"DL","DL","DTW","LGA",6,"723",1,2021,4,11,2,"F",
2.00,2.00,57280.00,218.00,193.00,75.00,0.00,528.00,191.00,143.00,"DL","DL","MSP","DTW",6,"723",1,2021,4,11,2,"F",
2.00,2.00,57280.00,218.00,172.00,0.00,0.00,502.00,215.00,165.00,"DL","DL","LGA","DTW",6,"723",1,2021,4,11,2,"F",
2.00,2.00,77758.00,314.00,148.00,0.00,0.00,1638.00,470.00,433.00,"DL","DL","STX","ATL",6,"694",1,2021,4,11,4,"F",
2.00,2.00,77758.00,314.00,235.00,0.00,0.00,1638.00,432.00,388.00,"DL","DL","ATL","STX",6,"694",1,2021,4,11,4,"F",
2.00,2.00,35220.00,100.00,63.00,0.00,0.00,577.00,177.00,139.00,"G7","G7","ORD","GSP",6,"530",1,2021,4,11,2,"F",
2.00,2.00,35220.00,100.00,89.00,0.00,0.00,174.00,169.00,73.00,"G7","G7","ORD","GRB",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,65.00,0.00,0.00,179.00,102.00,69.00,"G7","G7","ORD","LAN",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,81.00,0.00,0.00,299.00,148.00,100.00,"G7","G7","ORD","DSM",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,86.00,0.00,0.00,222.00,133.00,79.00,"G7","G7","ORD","MBS",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,88.00,0.00,0.00,296.00,163.00,105.00,"G7","G7","CMH","ORD",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,81.00,0.00,0.00,416.00,204.00,136.00,"G7","G7","EWR","RDU",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,64.00,0.00,0.00,642.00,283.00,216.00,"G7","G7","EWR","SDF",6,"530",1,2021,4,11,2,"F",
2.00,2.00,35220.00,100.00,75.00,0.00,0.00,577.00,239.00,192.00,"G7","G7","GSP","ORD",6,"530",1,2021,4,11,2,"F",
2.00,2.00,35220.00,100.00,88.00,0.00,0.00,296.00,157.00,110.00,"G7","G7","SYR","IAD",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,61.00,0.00,0.00,174.00,140.00,82.00,"G7","G7","GRB","ORD",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,99.00,0.00,0.00,416.00,190.00,138.00,"G7","G7","RDU","EWR",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,81.00,0.00,0.00,476.00,194.00,148.00,"G7","G7","IAD","IND",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,78.00,0.00,0.00,182.00,113.00,69.00,"G7","G7","IAD","PIT",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,87.00,0.00,0.00,288.00,146.00,99.00,"G7","G7","IAD","ROC",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,68.00,0.00,0.00,179.00,119.00,73.00,"G7","G7","LAN","ORD",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,91.00,0.00,0.00,299.00,176.00,114.00,"G7","G7","DSM","ORD",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,74.00,0.00,0.00,288.00,138.00,98.00,"G7","G7","ROC","IAD",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,60.00,0.00,0.00,222.00,142.00,88.00,"G7","G7","MBS","ORD",6,"530",1,2021,4,11,1,"F",
2.00,2.00,35220.00,100.00,92.00,0.00,0.00,642.00,238.00,188.00,"G7","G7","SDF","EWR",6,"530",1,2021,4,11,2,"F",
2.00,4.00,182000.00,756.00,487.00,0.00,0.00,591.00,461.00,349.00,"XP","XP","LAS","ACV",6,"614",1,2021,4,11,2,"F",
2.00,6.00,273000.00,1134.00,908.00,0.00,0.00,709.00,696.00,584.00,"XP","XP","RDM","BUR",6,"614",1,2021,4,11,2,"F",
2.00,4.00,182000.00,756.00,588.00,0.00,0.00,591.00,458.00,337.00,"XP","XP","ACV","LAS",6,"614",1,2021,4,11,2,"F",
2.00,4.00,182000.00,756.00,474.00,0.00,0.00,851.00,559.00,457.00,"XP","XP","BUR","FNL",6,"614",1,2021,4,11,2,"F",
2.00,2.00,70800.00,294.00,222.00,0.00,0.00,732.00,240.00,204.00,"XP","XP","EUG","BUR",6,"612",1,2021,4,11,2,"F",
2.00,3.00,106200.00,441.00,322.00,0.00,0.00,732.00,378.00,311.00,"XP","XP","BUR","EUG",6,"612",1,2021,4,11,2,"F",
2.00,2.00,43004.00,152.00,126.00,0.00,0.00,155.00,104.00,63.00,"9E","9E","DTW","CMH",6,"638",1,2021,4,11,1,"F",
2.00,2.00,43004.00,152.00,73.00,0.00,0.00,296.00,152.00,117.00,"9E","9E","DTW","ATW",6,"638",1,2021,4,11,1,"F",
2.00,2.00,43004.00,152.00,99.00,0.00,0.00,155.00,134.00,72.00,"9E","9E","CMH","DTW",6,"638",1,2021,4,11,1,"F",
2.00,2.00,43004.00,152.00,144.00,0.00,0.00,296.00,148.00,90.00,"9E","9E","ATW","DTW",6,"638",1,2021,4,11,1,"F",
2.00,2.00,43004.00,152.00,149.00,0.00,0.00,612.00,223.00,163.00,"9E","9E","RDU","BOS",6,"638",1,2021,4,11,2,"F",
2.00,2.00,43004.00,152.00,127.00,0.00,0.00,762.00,275.00,195.00,"9E","9E","ATL","LGA",6,"638",1,2021,4,11,2,"F",
2.00,2.00,43004.00,152.00,144.00,0.00,0.00,612.00,258.00,191.00,"9E","9E","BOS","RDU",6,"638",1,2021,4,11,2,"F",
2.00,2.00,88411.00,358.00,241.00,2137.00,0.00,1504.00,508.00,416.00,"UA","UA","EWR","AUS",6,"888",1,2021,4,11,4,"F",
2.00,2.00,81210.00,358.00,342.00,81.00,0.00,836.00,279.00,245.00,"UA","UA","DEN","GEG",6,"888",1,2021,4,11,2,"F",
2.00,2.00,94924.00,358.00,345.00,221.00,3289.00,641.00,214.00,173.00,"UA","UA","DEN","DFW",6,"888",1,2021,4,11,2,"F",
2.00,2.00,96848.00,358.00,333.00,606.00,0.00,524.00,187.00,154.00,"UA","UA","DEN","BZN",6,"888",1,2021,4,11,2,"F",
2.00,2.00,75329.00,358.00,267.00,549.00,703.00,2405.00,697.00,657.00,"UA","UA","DEN","ANC",6,"888",1,2021,4,11,5,"F",
2.00,2.00,98966.00,358.00,270.00,0.00,0.00,589.00,187.00,146.00,"UA","UA","DEN","DSM",6,"888",1,2021,4,11,2,"F",
2.00,2.00,93221.00,358.00,324.00,0.00,0.00,2329.00,652.00,618.00,"UA","UA","BWI","LAX",6,"888",1,2021,4,11,5,"F",
2.00,2.00,74185.00,358.00,153.00,126.00,0.00,1008.00,288.00,244.00,"UA","UA","MSP","EWR",6,"888",1,2021,4,11,3,"F",
2.00,2.00,91344.00,358.00,342.00,0.00,0.00,836.00,236.00,205.00,"UA","UA","GEG","DEN",6,"888",1,2021,4,11,2,"F",
2.00,2.00,85982.00,358.00,342.00,0.00,0.00,679.00,240.00,198.00,"UA","UA","SEA","SFO",6,"888",1,2021,4,11,2,"F",
2.00,2.00,88199.00,358.00,351.00,0.00,0.00,2327.00,554.00,520.00,"UA","UA","PDX","IAD",6,"888",1,2021,4,11,5,"F",
2.00,2.00,96473.00,358.00,217.00,23.00,0.00,811.00,277.00,224.00,"UA","UA","IAD","TPA",6,"888",1,2021,4,11,2,"F",
2.00,2.00,92964.00,358.00,345.00,0.00,3772.00,801.00,269.00,204.00,"UA","UA","DFW","ORD",6,"888",1,2021,4,11,2,"F",
2.00,3.00,135416.00,537.00,425.00,984.00,2252.00,224.00,204.00,123.00,"UA","UA","DFW","IAH",6,"888",1,2021,4,11,1,"F",
2.00,2.00,95348.00,358.00,330.00,0.00,0.00,524.00,175.00,140.00,"UA","UA","BZN","DEN",6,"888",1,2021,4,11,2,"F",
2.00,2.00,91863.00,358.00,340.00,25.00,0.00,2405.00,595.00,548.00,"UA","UA","ANC","DEN",6,"888",1,2021,4,11,5,"F",
2.00,2.00,88011.00,358.00,311.00,28.00,0.00,1504.00,416.00,361.00,"UA","UA","AUS","EWR",6,"888",1,2021,4,11,4,"F",
2.00,2.00,93306.00,358.00,281.00,0.00,0.00,589.00,226.00,170.00,"UA","UA","DSM","DEN",6,"888",1,2021,4,11,2,"F",
2.00,2.00,97434.00,358.00,67.00,0.00,0.00,1143.00,357.00,310.00,"UA","UA","PBI","ORD",6,"888",1,2021,4,11,3,"F",
2.00,2.00,204628.00,509.00,294.00,4199.00,0.00,4184.00,1125.00,1013.00,"UA","UA","ORD","OGG",6,"889",1,2021,4,11,9,"F",
2.00,2.00,235451.00,504.00,430.00,6630.00,0.00,925.00,285.00,229.00,"UA","UA","IAH","ORD",6,"889",1,2021,4,11,2,"F",
2.00,2.00,201669.00,509.00,382.00,0.00,0.00,4184.00,943.00,906.00,"UA","UA","OGG","ORD",6,"889",1,2021,4,11,9,"F",
2.00,2.00,45000.00,152.00,139.00,0.00,0.00,764.00,276.00,191.00,"OH","OH","SHV","CLT",6,"638",1,2021,4,11,2,"F",
2.00,2.00,42710.00,152.00,108.00,0.00,0.00,437.00,187.00,129.00,"OH","OH","TYS","DCA",6,"638",1,2021,4,11,1,"F",
2.00,2.00,42710.00,152.00,94.00,0.00,0.00,323.00,175.00,113.00,"OH","OH","CMH","DCA",6,"638",1,2021,4,11,1,"F",
2.00,2.00,45000.00,152.00,105.00,0.00,0.00,295.00,159.00,95.00,"OH","OH","CSG","CLT",6,"638",1,2021,4,11,1,"F",
2.00,2.00,42710.00,152.00,62.00,0.00,0.00,705.00,296.00,217.00,"OH","OH","CSG","DFW",6,"638",1,2021,4,11,2,"F",
2.00,2.00,42710.00,152.00,107.00,0.00,0.00,248.00,113.00,82.00,"OH","OH","GSO","DCA",6,"638",1,2021,4,11,1,"F",
2.00,2.00,42710.00,152.00,64.00,0.00,0.00,769.00,248.00,198.00,"OH","OH","ECP","DCA",6,"638",1,2021,4,11,2,"F",
2.00,2.00,45000.00,152.00,85.00,0.00,0.00,295.00,178.00,105.00,"OH","OH","CLT","CSG",6,"638",1,2021,4,11,1,"F",
2.00,2.00,45000.00,152.00,138.00,0.00,0.00,573.00,229.00,166.00,"OH","OH","CLT","ROC",6,"638",1,2021,4,11,2,"F",
2.00,2.00,45000.00,152.00,138.00,0.00,0.00,764.00,305.00,229.00,"OH","OH","CLT","SHV",6,"638",1,2021,4,11,2,"F",
2.00,2.00,42710.00,152.00,71.00,11.00,0.00,142.00,101.00,62.00,"OH","OH","ORF","DCA",6,"638",1,2021,4,11,1,"F",
2.00,2.00,45000.00,152.00,124.00,0.00,0.00,468.00,169.00,136.00,"OH","OH","AGS","DCA",6,"638",1,2021,4,11,1,"F",
2.00,2.00,42710.00,152.00,56.00,0.00,0.00,772.00,238.00,201.00,"OH","OH","BHM","PHL",6,"638",1,2021,4,11,2,"F",
2.00,2.00,42710.00,152.00,145.00,0.00,0.00,666.00,256.00,207.00,"OH","OH","PHL","ATL",6,"638",1,2021,4,11,2,"F",
2.00,2.00,45000.00,152.00,119.00,0.00,0.00,335.00,155.00,110.00,"OH","OH","PHL","BTV",6,"638",1,2021,4,11,1,"F",
2.00,2.00,42710.00,152.00,88.00,0.00,0.00,204.00,115.00,83.00,"OH","OH","PIT","DCA",6,"638",1,2021,4,11,1,"F",
2.00,2.00,45000.00,152.00,82.00,0.00,0.00,408.00,155.00,117.00,"OH","OH","DFW","JAN",6,"638",1,2021,4,11,1,"F",
2.00,2.00,42710.00,152.00,150.00,0.00,0.00,666.00,257.00,183.00,"OH","OH","ATL","PHL",6,"638",1,2021,4,11,2,"F",
2.00,2.00,42710.00,152.00,55.00,0.00,0.00,693.00,222.00,182.00,"OH","OH","MGM","DCA",6,"638",1,2021,4,11,2,"F",
2.00,2.00,42710.00,152.00,127.00,0.00,0.00,335.00,182.00,139.00,"OH","OH","BTV","PHL",6,"638",1,2021,4,11,1,"F",
2.00,2.00,42710.00,152.00,112.00,0.00,0.00,323.00,188.00,108.00,"OH","OH","DCA","CMH",6,"638",1,2021,4,11,1,"F",
2.00,2.00,45000.00,152.00,104.00,0.00,0.00,396.00,206.00,132.00,"OH","OH","DCA","GSP",6,"638",1,2021,4,11,1,"F",
2.00,2.00,45000.00,152.00,114.00,0.00,0.00,468.00,200.00,141.00,"OH","OH","DCA","AGS",6,"638",1,2021,4,11,1,"F",
2.00,2.00,40420.00,152.00,127.00,0.00,0.00,142.00,130.00,67.00,"OH","OH","DCA","ORF",6,"638",1,2021,4,11,1,"F",
2.00,2.00,42710.00,152.00,105.00,0.00,0.00,204.00,114.00,79.00,"OH","OH","DCA","PIT",6,"638",1,2021,4,11,1,"F",
2.00,2.00,45000.00,152.00,127.00,0.00,0.00,313.00,141.00,103.00,"OH","OH","DCA","BDL",6,"638",1,2021,4,11,1,"F",
2.00,1.00,22500.00,76.00,73.00,0.00,0.00,573.00,118.00,90.00,"OH","OH","ROC","CLT",6,"638",1,2021,4,11,2,"F",
2.00,2.00,40420.00,152.00,120.00,0.00,0.00,754.00,248.00,194.00,"OH","OH","XNA","CLT",6,"638",1,2021,4,11,2,"F",
2.00,2.00,45000.00,152.00,126.00,0.00,0.00,408.00,198.00,141.00,"OH","OH","JAN","DFW",6,"638",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,115.00,0.00,0.00,575.00,212.00,149.00,"OH","OH","STL","CLT",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,108.00,0.00,0.00,88.00,98.00,48.00,"OH","OH","CAE","CLT",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,113.00,0.00,0.00,119.00,117.00,61.00,"OH","OH","TRI","CLT",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,37.00,0.00,0.00,931.00,308.00,230.00,"OH","OH","MSP","DCA",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,124.00,0.00,0.00,575.00,253.00,198.00,"OH","OH","CLT","STL",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,93.00,0.00,0.00,88.00,96.00,48.00,"OH","OH","CLT","CAE",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,86.00,0.00,0.00,119.00,113.00,56.00,"OH","OH","CLT","TRI",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,119.00,0.00,0.00,328.00,169.00,110.00,"OH","OH","CLT","JAX",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,120.00,7.00,0.00,290.00,180.00,94.00,"OH","OH","CLT","ORF",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,127.00,0.00,0.00,683.00,209.00,173.00,"OH","OH","CLT","PVD",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,116.00,0.00,0.00,808.00,327.00,258.00,"OH","OH","CLT","MCI",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,128.00,18.00,0.00,290.00,167.00,126.00,"OH","OH","ORF","CLT",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,123.00,0.00,0.00,372.00,149.00,109.00,"OH","OH","MYR","DCA",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,121.00,0.00,0.00,666.00,244.00,201.00,"OH","OH","PHL","ATL",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,102.00,0.00,0.00,289.00,160.00,110.00,"OH","OH","PHL","MHT",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,123.00,0.00,0.00,413.00,159.00,123.00,"OH","OH","PHL","ILM",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,118.00,0.00,0.00,683.00,268.00,226.00,"OH","OH","PVD","CLT",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,92.00,0.00,0.00,562.00,202.00,159.00,"OH","OH","BNA","DCA",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,82.00,0.00,0.00,666.00,228.00,186.00,"OH","OH","ATL","PHL",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,125.00,0.00,0.00,808.00,271.00,209.00,"OH","OH","MCI","CLT",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,102.00,0.00,0.00,372.00,183.00,107.00,"OH","OH","MGM","CLT",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,124.00,0.00,0.00,550.00,205.00,160.00,"OH","OH","CHS","PHL",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,110.00,0.00,0.00,931.00,346.00,275.00,"OH","OH","DCA","MSP",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,87.00,0.00,0.00,372.00,176.00,127.00,"OH","OH","DCA","MYR",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,105.00,0.00,0.00,562.00,222.00,168.00,"OH","OH","DCA","BNA",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,76.00,0.00,0.00,857.00,303.00,260.00,"OH","OH","DCA","PBI",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,118.00,0.00,0.00,482.00,181.00,135.00,"OH","OH","DCA","PWM",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,77.00,0.00,0.00,413.00,152.00,113.00,"OH","OH","ILM","PHL",6,"631",1,2021,4,11,1,"F",
2.00,2.00,35200.00,130.00,126.00,0.00,0.00,857.00,282.00,230.00,"OH","OH","PBI","DCA",6,"631",1,2021,4,11,2,"F",
2.00,2.00,35200.00,130.00,98.00,0.00,0.00,482.00,229.00,162.00,"OH","OH","PWM","DCA",6,"631",1,2021,4,11,1,"F",
2.00,2.00,2800.00,6.00,2.00,0.00,0.00,3.00,30.00,10.00,"BAS","BAS","PTD","PTL",0,"033",4,2021,4,11,1,"F",
2.00,2.00,2800.00,6.00,3.00,0.00,0.00,58.00,100.00,80.00,"BAS","BAS","SIT","PTL",0,"033",4,2021,4,11,1,"F",
